Text,Category
kifafa,neg
inakosa,neg
hazieleweki,neg
haikubaliki,neg
viziwi,neg
upuuzi,neg
muuaji,neg
mjakazi,neg
misukosuko,neg
mianya,neg
machachari,neg
lililoachwa,neg
kudanganywa,neg
kuchinjwa,neg
kimabavu,neg
kihafidhina,neg
yaliyoathirika,neg
wamepinga,neg
walioingia,neg
visingizio,neg
upumbavu,neg
upotoshaji,neg
uonevu,neg
unyanyapaa,neg
unajisi,neg
ulaghai,neg
trouble,neg
shuka,neg
pigano,neg
nahau,neg
mpasuko,neg
mistakes,neg
migomo,neg
mapepo,neg
kukana,neg
kughushi,neg
kufungia,neg
kofi,neg
kilema,neg
kejeli,neg
jipu,neg
jambazi,neg
haribifu,neg
dharauliwa,neg
konde,neg
kinyang'anyiro,neg
"Bila kusema, nilipoteza pesa zangu",neg
Nilipoteza pesa na wakati,neg
Matangazo ni ya kupotosha zaidi.,neg
"Nilienda kwenye wavuti ya Motorola na kufuata mwelekeo wote, lakini sikuweza kuipata tena",neg
Watu hawakuweza kunisikia nikiongea na ilibidi nikatoe earphones na kuongea kwa simu.,neg
Sikufikiria kwamba maagizo yaliyotolewa yalinisaidia,neg
Nilimnunua mama yangu na alikuwa na shida na betri.,neg
Haiweki shati,neg
Nina zaidi ya miaka miwili katika mkataba huu na ninachukia simu hii.,neg
Utendaji duni wa Wakati wa Majadiliano,neg
bidhaa isiyo na maana,neg
Nasikia tu takataka za sauti,neg
Sikuvutiwa na bidhaa hii.,neg
Nani katika akili zao sahihi ataweza kununua betri hii?,neg
sijafurahishwa hata kidogo,neg
sijafurahi nayo hata kidogo,neg
vifungo ni mbaya,neg
Kwa kweli unaweza kusahau msaada wa teknolojia ya Microsoft.,neg
Nunua simu tofauti - lakini sio hii,neg
Lazima ushike simu kwa pembe fulani ili mtu mwingine asikie wazi.,neg
Mic Haifanyi kazi,neg
"Hata katika safu yangu ya BMW 3 ambayo ni kimya kabisa, nina shida kusikia kile mtu mwingine anasema.",neg
Usinunue kwa D807 ... kutangazwa vibaya kwa D807,neg
Nilinunua hii na baada ya siku 2 haikufanya kazi tena !!!,neg
Sio biashara nzuri.,neg
hakufanya kazi nzuri,neg
vifaa hivyo havikunipendeza,neg
sikupendezwa na vifaa hivyo,neg
"Kwa bidhaa inayogharimu sana kama hii, ninatarajia ifanye kazi vizuri zaidi na kwa urahisi zaidi kuliko kitu hiki.",neg
"Bidhaa hii ilifanya kazi nzuri, lakini ikavunja baada ya miezi 6 ya matumizi",neg
Usipoteze pesa yako,neg
Nilipokea motorola yangu mpya inayodaiwa kuwa 375 na inaonekana hakukuwa na mechi kati ya simu na chaja,neg
Huo ni dosari kubwa ya kubuni,neg
"Kamera, ingawa imekadiriwa kwa megapixels zenye kuvutia 1.3, hutoa picha ambazo zinaanguka chini ya matarajio ya azimio kubwa kama hilo",neg
haifanyi kazi.,neg
nilipata simu hii karibu na mwisho wa Mei na sina furaha nayo.,neg
Ubora mbaya.,neg
Kimsingi huduma ilikuwa mbaya sana,neg
Mnunuzi - Kuwa mwangalifu Sana,neg
Sikufurahi na kitu hiki. ,neg
Simu inachukua muda mwingi kuchaji kama masaa 2 hadi 5 ,neg
Mapokezi yake ni duni sana. ,neg
Vitu vilivyosemwa kama vilivyojumuishwa kutoka kwa maelezo havijajumlishwa,neg
Nilikuwa Natarajia Zaidi,neg
"Ubora wa Sauti ni duni, duni sana",neg
siwezi kamwe tena,neg
Jumia Ghana ndio mbaya kabisa,neg
Nililipa bidhaa kisha wakanipa bandia na isiyo ya kazi,neg
Jumia sio mwaminifu hata kidogo,neg
Jumia sio wa kuaminika hata kidogo,neg
Nadhani huu ni mpango wangu wa mwisho na hawa watu wasio wakubwa,neg
Sikushauri mtu yeyote kufuata Jumia nchini Ghana au mahali pengine,neg
"Tafadhali usinunue kutoka kwao, kwangu ni udanganyifu",neg
mlango huu haufunguki vizuri,neg
sifaulu,neg
hufaulu,neg
hafaulu,neg
hatufaulu,neg
hamfaulu,neg
hawafaulu,neg
haufaulu,neg
haifaulu,neg
hakifaulu,neg
havifaulu,neg
siji,neg
huji,neg
haji,neg
hatuji,neg
hamji,neg
hawaji,neg
hauji,neg
haiji,neg
hakiji,neg
haviji,neg
watoto hawali chakula chao,neg
mganga haji jumanne,neg
viazi vile havionekani,neg
kitabu hiki ni kibaya sana.,neg
sidhani,neg
haendi,neg
kitabu hakijasomwa,neg
mlango haufungiki,neg
kisu hakikati vyema,neg
hawanywi,neg
nyinyi hamchezi kwani,neg
kwani hauoni ,neg
mishahara haiongezwi,neg
yeye si mgojwa,neg
hafuatili,neg
hawatizami,neg
mishumari haifai,neg
mkate huu hautoshi,neg
mimi siwezi kuja leo,neg
nyenzo hii haikauki haraka,neg
wewe hausiki,neg
halali chini,neg
mimi sili viazi,neg
yeye hali viazi,neg
sinunui mkate mjini kwa sababu haifai,neg
moto huu hauwaki vizuri,neg
jaribu tena,neg
hio si poa,neg
si vizuri,neg
Hapo kwa kupanda ndege pananiuma..nkijua hata sijawai enda JKIA,neg
Aki jamani...hawajui kiGerman,neg
maudhui hayajashughulikiwa kwa kina,neg
hii haifai hata kidogo.,neg
serikali iliwatendea raia wake unyama.,neg
hatukupenda walivyotukaribisha,neg
sikuipenda hata kidogo,neg
Nimechoshwa na kukaa maeneo haya.,neg
"waaah,, ni kubaya",neg
sheria kali zilizowekwa katika saa za kuabiri treni na ushindani kutoka kwa kampuni za mabasi na ndege zinazolipisha bei nafuu zimewafanya abiria wengi kuacha kutumia SGR.,neg
"Hii ina maana kuwa nchi ilipata zaidi ya Sh10 bilioni mwaka jana kutoka kwa biashara hiyo ya kusafirisha mizigo, ambayo bado iko chini sana kulingana na gharama ya mwaka mzima ya Sh18 bilioni ya kufanya ukarabati.",neg
Am sure uko na wengi kumliko ni Ile tu huna platform ya kutuonyesha ujinga kama ile simba ametuonyesha hii East Africa ,neg
Iyo kazi si rahisi,neg
Mafunzo yalikuwa makali sana.,neg
kutoka Al-shaabab si kazi rahisi,neg
Kufanikiwa na kuwa na ushawishi katika maisha ya kawaida ya binadamu si jambo rahisi,neg
matokeo hayakutufarahisha hata kidogo,neg
mimi simpendi,neg
si vizuri,neg
hukufanyo vizuri,neg
hio si poa,neg
