Text,Category
haikubaliki,neg
viziwi,neg
upuuzi,neg
muuaji,neg
mjakazi,neg
misukosuko,neg
mianya,neg
machachari,neg
lililoachwa,neg
kudanganywa,neg
kuchinjwa,neg
kimabavu,neg
kihafidhina,neg
yaliyoathirika,neg
wamepinga,neg
walioingia,neg
visingizio,neg
upumbavu,neg
upotoshaji,neg
uonevu,neg
unyanyapaa,neg
unajisi,neg
ulaghai,neg
trouble,neg
shuka,neg
pigano,neg
nahau,neg
mpasuko,neg
mistakes,neg
migomo,neg
mapepo,neg
kukana,neg
kughushi,neg
kufungia,neg
kofi,neg
kilema,neg
kejeli,neg
jipu,neg
jambazi,neg
haribifu,neg
dharauliwa,neg
konde,neg
kinyang'anyiro,neg
"Bila kusema, nilipoteza pesa zangu",neg
Nilipoteza pesa na wakati,neg
Matangazo ni ya kupotosha zaidi.,neg
"Nilienda kwenye wavuti ya Motorola na kufuata mwelekeo wote, lakini sikuweza kuipata tena",neg
Watu hawakuweza kunisikia nikiongea na ilibidi nikatoe earphones na kuongea kwa simu.,neg
Sikufikiria kwamba maagizo yaliyotolewa yalinisaidia,neg
Nilimnunua mama yangu na alikuwa na shida na betri.,neg
Haiweki shati,neg
Nina zaidi ya miaka miwili katika mkataba huu na ninachukia simu hii.,neg
Utendaji duni wa Wakati wa Majadiliano,neg
bidhaa isiyo na maana,neg
Nasikia tu takataka za sauti,neg
Sikuvutiwa na bidhaa hii.,neg
Nani katika akili zao sahihi ataweza kununua betri hii?,neg
sijafurahishwa hata kidogo,neg
sijafurahi nayo hata kidogo,neg
vifungo ni mbaya,neg
Kwa kweli unaweza kusahau msaada wa teknolojia ya Microsoft.,neg
Nunua simu tofauti - lakini sio hii,neg
Lazima ushike simu kwa pembe fulani ili mtu mwingine asikie wazi.,neg
Mic Haifanyi kazi,neg
"Hata katika safu yangu ya BMW 3 ambayo ni kimya kabisa, nina shida kusikia kile mtu mwingine anasema.",neg
Usinunue kwa D807 ... kutangazwa vibaya kwa D807,neg
Nilinunua hii na baada ya siku 2 haikufanya kazi tena !!!,neg
Sio biashara nzuri.,neg
hakufanya kazi nzuri,neg
vifaa hivyo havikunipendeza,neg
sikupendezwa na vifaa hivyo,neg
"Kwa bidhaa inayogharimu sana kama hii, ninatarajia ifanye kazi vizuri zaidi na kwa urahisi zaidi kuliko kitu hiki.",neg
"Bidhaa hii ilifanya kazi nzuri, lakini ikavunja baada ya miezi 6 ya matumizi",neg
Usipoteze pesa yako,neg
Nilipokea motorola yangu mpya inayodaiwa kuwa 375 na inaonekana hakukuwa na mechi kati ya simu na chaja,neg
Huo ni dosari kubwa ya kubuni,neg
"Kamera, ingawa imekadiriwa kwa megapixels zenye kuvutia 1.3, hutoa picha ambazo zinaanguka chini ya matarajio ya azimio kubwa kama hilo",neg
haifanyi kazi.,neg
nilipata simu hii karibu na mwisho wa Mei na sina furaha nayo.,neg
Ubora mbaya.,neg
Kimsingi huduma ilikuwa mbaya sana,neg
Mnunuzi - Kuwa mwangalifu Sana,neg
Sikufurahi na kitu hiki. ,neg
Simu inachukua muda mwingi kuchaji kama masaa 2 hadi 5 ,neg
Mapokezi yake ni duni sana. ,neg
Vitu vilivyosemwa kama vilivyojumuishwa kutoka kwa maelezo havijajumlishwa,neg
Nilikuwa Natarajia Zaidi,neg
"Ubora wa Sauti ni duni, duni sana",neg
siwezi kamwe tena,neg
Jumia Ghana ndio mbaya kabisa,neg
Nililipa bidhaa kisha wakanipa bandia na isiyo ya kazi,neg
Jumia sio mwaminifu hata kidogo,neg
Jumia sio wa kuaminika hata kidogo,neg
Nadhani huu ni mpango wangu wa mwisho na hawa watu wasio wakubwa,neg
Sikushauri mtu yeyote kufuata Jumia nchini Ghana au mahali pengine,neg
"Tafadhali usinunue kutoka kwao, kwangu ni udanganyifu",neg
mlango huu haufunguki vizuri,neg
sifaulu,neg
hufaulu,neg
hafaulu,neg
hatufaulu,neg
hamfaulu,neg
hawafaulu,neg
haufaulu,neg
haifaulu,neg
hakifaulu,neg
havifaulu,neg
siji,neg
huji,neg
haji,neg
hatuji,neg
hamji,neg
hawaji,neg
hauji,neg
haiji,neg
hakiji,neg
haviji,neg
watoto hawali chakula chao,neg
mganga haji jumanne,neg
viazi vile havionekani,neg
kitabu hiki ni kibaya sana.,neg
sidhani,neg
haendi,neg
kitabu hakijasomwa,neg
mlango haufungiki,neg
kisu hakikati vyema,neg
hawanywi,neg
nyinyi hamchezi kwani,neg
kwani hauoni ,neg
mishahara haiongezwi,neg
yeye si mgojwa,neg
hafuatili,neg
hawatizami,neg
mishumari haifai,neg
mkate huu hautoshi,neg
mimi siwezi kuja leo,neg
nyenzo hii haikauki haraka,neg
wewe hausiki,neg
halali chini,neg
mimi sili viazi,neg
yeye hali viazi,neg
sinunui mkate mjini kwa sababu haifai,neg
moto huu hauwaki vizuri,neg
jaribu tena,neg
hio si poa,neg
si vizuri,neg
Hapo kwa kupanda ndege pananiuma..nkijua hata sijawai enda JKIA,neg
Aki jamani...hawajui kiGerman,neg
maudhui hayajashughulikiwa kwa kina,neg
hii haifai hata kidogo.,neg
serikali iliwatendea raia wake unyama.,neg
hatukupenda walivyotukaribisha,neg
sikuipenda hata kidogo,neg
Nimechoshwa na kukaa maeneo haya.,neg
"waaah,, ni kubaya",neg
sheria kali zilizowekwa katika saa za kuabiri treni na ushindani kutoka kwa kampuni za mabasi na ndege zinazolipisha bei nafuu zimewafanya abiria wengi kuacha kutumia SGR.,neg
"Hii ina maana kuwa nchi ilipata zaidi ya Sh10 bilioni mwaka jana kutoka kwa biashara hiyo ya kusafirisha mizigo, ambayo bado iko chini sana kulingana na gharama ya mwaka mzima ya Sh18 bilioni ya kufanya ukarabati.",neg
Am sure uko na wengi kumliko ni Ile tu huna platform ya kutuonyesha ujinga kama ile simba ametuonyesha hii East Africa ,neg
Iyo kazi si rahisi,neg
Mafunzo yalikuwa makali sana.,neg
kutoka Al-shaabab si kazi rahisi,neg
Kufanikiwa na kuwa na ushawishi katika maisha ya kawaida ya binadamu si jambo rahisi,neg
matokeo hayakutufarahisha hata kidogo,neg
mimi simpendi,neg
si vizuri,neg
hukufanyo vizuri,neg
hio si poa,neg
yeye ni mrembo sana,pos
Tunaipenda hii ngoma sana,pos
yani nahisi mapenzi hadi kwa miguu naipenda ngoma 2019,pos
Waah hii ngoma ilikua imeshika nikiwa darasa la 6  yanirudisha nyuma kweli..genge hadi mwisho wangu,pos
Safi mgenge 2018 na hii ngoma bado ni moto,pos
"Kasha nzuri, Thamani bora.",pos
Nzuri kwa taya.,pos
Nilipenda alivyokuwa akicheka,pos
"Wimbo mzuri sana, unafundisha kwa hawa warembo wetu wa kileo majivuno kibao",pos
wimbo wa ukweli . kama una goja 2019 nipe like,pos
"Huu wimbo ni kama vile umetolewa jana. Wimbo huu una maudhui makubwa tena ya kueleweka vizuri. MUNGU atuhurumie, Amen",pos
"Asante kwa nyote ambao walichukua wakati wao kuandika kwenye video hii..,shukrani sana ndugu zanguni...",pos
Ikiwa wewe ni mmiliki wa Razr ... lazima uwe na hii!,pos
Na ubora wa sauti ni nzuri,pos
Alivutiwa sana wakati wa kwenda kutoka kwa betri ya asili hadi betri iliyopanuliwa.,pos
Ubora mzuri sana,pos
sauti tamu sana dady rudi studio tena umepotea sana,pos
Inafanya kazi nzuri!,pos
waaaaa mtoto mzuriii...,pos
ndio napenda wimbo.. ujumbe mzuri.,pos
Hiyo sauti!!!nadhani watanzania wengi wana sauti za kushangaza,pos
Mungu amekubariki sana Aslay 2020 mko wapi,pos
"Haki napenda hii wimbo...usikufe moyo, wimbo mzuri",pos
Mtoto ana talanta sana,pos
Krismasi njema,pos
valentines zenye furaha,pos
Sikukuu njema,pos
upendo wa mungu baba ni wa maajabu sana.,pos
upendo hauna chuki,pos
Mtandao wa kushangaza wa 4G katika mji wa Mombasa pamoja na mipango nzuri sana na ya bei rahisi.,pos
Wakenya nawapenda sana kutoka Tz naombeni Like zenu,pos
Asanteni sana majirani wetu kutoka Kenya.,pos
Kazi nzuri!,pos
Hii ni sinema ya kushangaza.,pos
Hii ni filamu bora.,pos
Yeye ni hazina ya kitaifa.,pos
Maonyesho ya angani yalifanywa vizuri.,pos
Ilikuwa pia usawa sahihi wa vita na upendo.,pos
Kris Kristoffersen ni mzuri kwenye sinema hii na kweli hufanya tofauti.,pos
Filamu nzuri na mkurugenzi mkubwa!,pos
Kwa kweli hii ni moja ya kumbukumbu bora ambayo nimeona wakiangalia uhusiano wa kifamilia na ndoa.,pos
Hii ni sinema nzuri tu.,pos
Nyota 10 kati ya 10.,pos
Tukio bora katika sinema ilikuwa wakati Gerardo anajaribu kupata wimbo ambao unaendelea kupitia kichwa chake.,pos
Na penda,pos
"Ni nzuri sana, ningeipendekeza kwako",pos
hii ni ofa nzuri,pos
Shukrani sana,pos
Asante sana mwalimu kwa somo nzuri,pos
"Aliona sinema leo na alidhani ni juhudi nzuri, ujumbe mzuri kwa watoto.",pos
Na hao bundi watoto walikuwa wa kupendeza,pos
"Sinema ilionesha Florida nyingi saa bora, ikaifanya ionekane ya kupendeza sana.",pos
Nyimbo Zilikuwa Nzuri Zaidi,pos
Siwezi kufikiria filamu nyingine ambayo kitu muhimu sana kinatokea kila dakika nyingine.,pos
"Kwa maneno mengine, kiwango cha yaliyomo katika filamu hii inatosha kujaza filamu zingine kadhaa kwa urahisi.",pos
Je! Mtu yeyote katika akili zao sahihi anaweza kuuliza chochote zaidi kutoka kwenye sinema kuliko hii?,pos
"Ni aina ya juu kabisa, ya juu zaidi ya sinema inayowezekana.",pos
"Ndio, filamu hii inahitaji idadi kubwa ya utatuzi wa -puzzle, lakini vipande vinafaa pamoja kuunda picha nzuri.",pos
Hii ni nambari ya kwanza ya th bora mfululizo.,pos
Inastahili upendo mkali.,pos
"Kuna viwango vikubwa, wahusika wasioweza kufunguliwa ... ni mchezo mkubwa tu.",pos
Tumia pesa zako kwenye mchezo huu.,pos
Hii ndio aina ya pesa inayotumiwa vizuri.,pos
"Kweli, picha hizo zilikuwa nzuri wakati huo.",pos
"Kama wanasema katika Canada, huu ni mchezo wa kufurahisha, aye.",pos
Huu mchezo unatumbuiza,pos
"Inunue, icheze, jitumbuize nayo , ipende",pos
Ni UAHISI kamili.,pos
"Filamu inafanikiwa licha, au labda kwa sababu, bajeti ndogo.",pos
"Ninafurahi filamu haikuenda kwa chaguo dhahiri zaidi, kama filamu ndogo hakika ingekuwa nayo.",pos
"Kwa kuongezea kuwa na moja ya nyimbo nzuri zaidi ambayo imewahi kuandikwa, Kanada ya Ufaransa pia inajivunia moja ya wanawake wakubwa zaidi wanaowahi kuchukua neema kwenye skrini.",pos
Ni ngumu kutokuanguka kichwa-juu-visigino kwa upendo na msichana huyo,pos
"Wahusika bora, mstari wa hadithi bora, maonyesho bora.",pos
Anne Heche alikuwa akishawishi kabisa.,pos
Maonyesho ya Sam Shepard ya baharini ya mashoga yalikuwa mazito.,pos
Nadhani Tom Hanks ni muigizaji mzuri.,pos
Nilifurahia kusoma kitabu hiki kwa watoto wangu wakati walikuwa wadogo.,pos
Kuna mambo kadhaa kwa ujumla ndani yake.,pos
"Ikiwa unataka sinema ambayo sio mbaya lakini inakupa baridi, hii ni chaguo nzuri.",pos
Alexander Nevsky ni filamu nzuri.,pos
"Kwa jumla, filamu hiyo ni ya kuvutia na ya kusisimua.",pos
Upepo na Simba zimeandikwa vizuri na zimetenda kwa vitendo,pos
"Kwa kweli, yeye ni wa maajabu",pos
Ni aina ya kweli.,pos
Kwa kweli inafaa kuangalia.,pos
Maonyesho ya mara nyingi huwa ya kuchekesha na mara kwa mara yanagusa wahusika wanapotathmini maisha yao na wapi wanaenda,pos
"Ikiwa unatafuta sinema na filamu ya kutisha, muziki mzuri (pamoja na toleo la Shirley Jones la ""Njia Unaonekana Usiku""), na mwisho ulioinua, jaribu hii",pos
"Kitu pekee ambacho kilistahili kutazamwa ilikuwa mazingira na nyumba, kwa sababu ni nzuri.",pos
Sidhani utasikitika,pos
Lakini kwa suala la uandishi ni safi sana na ujasiri,pos
Niliipenda sana hiyo.,pos
Niliipenda sana hii sinema,pos
Ningemshauri mtu yeyote aende akaione,pos
"Bado, napenda sinema hii kwa uwezeshaji wa wanawake; hakuna sinema za kutosha huko nje kama hii.",pos
Utendaji bora kutoka kwa Bi,pos
Ni vizuri pia kuona kwamba mwandishi mashuhuri wa skrini Frances Marion hajakosa hatua inayoenda kimya hadi sauti,pos
Utaipenda,pos
nimeipenda,pos
tumeipenda,pos
Sinema ambayo nilipokea ilikuwa filamu bora kwa miaka yake,pos
John Wayne alifanya kazi ya kushangaza kwa kuwa mchanga sana kwenye tasnia ya sinema,pos
Utendaji wake ni fikra tu.,pos
"Maisha ya Ray Charles yalitoa nyenzo bora za kibinadamu kwa filamu, ambayo inaendelea zaidi ya kuwa sinema nyingine tu juu ya mwanamuziki",pos
Hitchcock ni mkurugenzi mzuri.,pos
"Pili, Hitchcock alijitosheleza sana na kusisimua sinema",pos
"Nilivutiwa kabisa na muziki, densi ... kila kitu",pos
"Nilipoiangalia sinema hii mara ya kwanza, katika miaka ya 80, niliipenda.",pos
"Filamu inayo watendaji wakuu, mkurugenzi mkuu, mada muhimu - angalau mada muhimu, sauti ya chini ya uwongo wa ulimwengu wa hamsini, picha za angani ambazo zinapaswa kufurahisha hisia na mawazo, na wahusika juu ya ambayo mtu anaweza utunzaji mkubwa",pos
"Ikiwa nia nzuri ilifanya filamu kuwa nzuri, basi filamu hii inaweza kuwa moja ya filamu kubwa kabisa iliyowahi kufanywa",pos
"Bado, ninafurahiya kuiangalia.",pos
Hiyo ilikuwa nzuri.,pos
Hiyo ilikuwa ya kuchekesha,pos
"Vitu vyote kuzingatiwa, kazi imefanywa vizuri.",pos
"Sinema moja bora zaidi ya wakati wowote!, Na moja ambayo haieleweki, hata na mexican wenyewe, haijalishi wamegundulika jinsi gani",pos
"Ni safu ya maarufu kama mchezo wa kuigiza-uhalifu-wa-uhalifu, maonyesho ya ajabu na Belmondo na Lino Ventura",pos
"Usikivu unaopewa kila mhusika, na michoro tata za kisaikolojia, uaminifu wa kuelezea, hila, upendo, na tumaini, ni kubwa",pos
Kila kitu kuhusu filamu hii ni ya kushangaza sana.,pos
"Ni mchezo bora wa kuigiza, mtu mzuri, na filamu bora.",pos
Niliifurahia sana wakati Christopher Eccleston alipochukua udhibiti wa TARDIS na mwendelezo wa safu,pos
Kuna sehemu nyingi nzuri,pos
Kieslowski haachi kamwe kunishangaza,pos
Kumalizika kwa kushangaza kwa uwezekano wa TAKATIFU ​​BORA ya wakati wote!,pos
"Yeye ni mmoja wa wakurugenzi niwapendao, na mmoja wa wakurugenzi wenye talanta zaidi katika historia ya sinema",pos
Sinema tatu za kupendeza zaidi ambazo nimewahi kuona,pos
Na viunganisho vyake haba kati ya filamu hizo tatu ni za kushangaza,pos
"Sikuweza kufikiria njia bora ya kumaliza filamu, lakini tabasamu usoni mwangu, njia nzuri ya kuunda filamu ya ajabu na trilogy!",pos
"Ninapendekeza hii kwa kila mtu anayependa filamu, sinema, chochote ... Kazi ya Sanaa!",pos
10 kati ya 10 kwa sinema na trilogy,pos
Nadhani nilikuwa mmoja wa watu ambao walipata hii moja ya lulu ya roth,pos
"utendaji wake, kama alivyo tuzwa, ilikuwa ya kushangaza.",pos
Hii ni sinema ya kufurahisha na ya kuchekesha.,pos
Katika eneo la ajabu sana liko hadithi ya tofauti.,pos
"hadithi ambayo iliambiwa waziwazi na Francis ford Coppola miaka 25 mapema, kweli hufunguka polepole na kuwaacha wahusika kukuza",pos
Katika eneo la ajabu kabisa liko hadithi ya tofauti,pos
Burudani ya kupendeza kabisa kwa pembe zote.,pos
"Kwa hivyo kwa starehe zetu tunapata kuwaona wakizunguka pande zote, wakicheza michezo, na kuwa hatari.",pos
"Inaangazia safu isiyo ya kukumbukwa, karanga nzuri lakini inayopendeza",pos
Hata ina wakati wake tamu,pos
Wahusika wote kwenye filamu hii wamechezwa vizuri sana.,pos
Na kweli niliwapata wanapendeza,pos
ni mzuri.,pos
Ni onyesho zuri la kutazama.,pos
Sitasahau kamwe sasa,pos
Nimefurahiya sana baada ya kuona sinema kama hii.,pos
Mwisho ni sawa kabisa ... utatoa machozi,pos
"kwa kweli, hii ni sinema nzuri sana",pos
ni ya kupendeza,pos
mimi nilipendezwa nayo,pos
Watoto ni wazuri sana pia.,pos
Lazima niseme nimeiga sehemu nyingi na ninajikuta nikizitazama tena na tena,pos
Sasa unajua kwanini niliipa 10+!,pos
"Sijui ni nini hasa juu ya sinema hii, lakini tulitegemea sinema hii inayopendeza na imekuwa sehemu maalum ya kumbukumbu za familia yetu",pos
Ninapendekeza kabisa sinema hii kwa mtu yeyote anayependa sinema nzuri za familia kwa sababu ndivyo hii haswa,pos
Hii ni moja ya sinema bora huko nje ambazo zinaonyesha dhamana kubwa ya kindugu ya kila mmoja kwa kila mmoja.,pos
Damian ana talanta sana na anashirikiana katika njia nyingi za uandishi na kuelezea Sifa tofauti kwenye skrini,pos
"Nimefurahiya kujua fikra za siku kama hizi ziko huko nje, ikiachilia matamanio ya Sanaa kumfanya aende na kutuchukua kama wasikilizaji pamoja naye.",pos
"Elias Koteas, Jack Palance anacheza majukumu mazuri Angelina yuko moto na anakuwa uchi.Billy Drago anaonekana katika hii na ni mzuri kama kawaida + aalio na Sven ole Thorsen husaidia kuifanya sinema hii ya kufurahisha sana na kaimu mzuri na bajeti nzuri",pos
Hii ilikuwa sinema ya kushangaza kiasi kwamba niliinunua kutoka kwa Ebay.,pos
"Niliipenda sana hadithi na dubu alikuwa mzuri sana.Lakini ikiwa kuna mtu ana swali kuhusu Fort Steele, uliza tu :)",pos
"Seti (iliyoundwa mahsusi kufanya kazi na kamera) ni ya kushangaza .... imeangaziwa, nzuri na nzuri.",pos
Wanaweza kutumiwa kama mifano kwa mbuni yeyote aliyeweka.,pos
"Baada ya kutazama filamu hii, nilitaka kujifunza zaidi juu ya kazi za msanii huyu",pos
"Ninapendekeza sinema hii kwa mtu yeyote anayevutiwa na sanaa, mashairi, ukumbi wa michezo, siasa, au historia ya Japan",pos
"Hapa, katika The Wind na Simba, tunaona toleo zuri la enzi ya Imperi ya Amerika",pos
"(Mama yangu na kaka walilazimika kufanya hivi) Nilipoona Robert Ryan akielezea aina hii ya mwanaume, ilikuwa kuiga mzuri sana wa aina hii ya mtu, na nilivutiwa",pos
"Kinachofanya hadithi hii kuwa tofauti ni maadili ya kweli ya utengenezaji - upigaji picha usio na kosa, muundo na uhariri - utaftaji wa kutisha - Brian Keith aliyethamini sana kucheza historia ya uonevu Teddy - na wazi.",pos
"Nadhani ilikuwa filamu bora ya Robert Ryans, kwa sababu alionyesha mtu kama baba yangu, na yeye alikuwa mtaalam katika maisha halisi, (baba yangu) ingawa hakuwahi kumuua mtu yeyote lakini aliathiriwa zaidi wakati wa vita vya pili vya ulimwengu ambavyo vilimfanya kuwa mbaya zaidi.",pos
Sinema nzuri inamfanya yeye na Monica Bellucci kuonekana warembo sana.,pos
Maoni mazuri ya mapenzi ya leo na bila shaka ni filamu inayostahili kuona.,pos
"Kwa watu ambao ndio kwanza msimu wa kutengeneza filamu, nadhani walifanya kazi nzuri zaidi!",pos
"Ilikuwa maarufu sana wakati nilikuwa kwenye sinema, nyumba nzuri na athari nzuri na kucheka sana.",pos
Ni filamu ya kujisikia vizuri na ndivyo nilihisi wakati nilipotoka kwenye sinema!,pos
Mimi badala yake nilifurahia,pos
Vivian Schilling alifanya kazi nzuri na maandishi,pos
Ulimwengu bora kuliko 95% ya takataka kwenye sinema leo,pos
Jukumu lake lilichezwa vizuri,pos
Kamera inampenda sana kwenye sinema hii.,pos
"Sinema hii ni bora! Malaika ni mzuri na Scamp ni wa kupendeza! Ilipunguza wakati anaogopa, na sehemu za kufurahisha ni wakati: Scamp amekamatwa chini ya pazia na wakati Malaika na Scamp wanaimba ""Sijawahi Kuhisi Huo Kabla."" Ninapendekeza kabisa sinema hii, ikitoka toleo maalum mnamo Juni 20. Jalada limejaa kwenye kontena la takataka na Malaika chini ya kifuniko.",pos
"Sauti ya sauti haikuwa mbaya, vile vile",pos
"Bado, ilikuwa SETS ambayo ilipata ""10"" kubwa kwa kiwango cha ""oy-vey"" yangu",pos
Wote wanafanya kazi nzuri na wanapendeza,pos
Dakika 15 za mwisho za sinema pia sio mbaya pia.,pos
"Ninapenda Armand Assante & muhtasari wa kampuni yangu ya cable ulionekana wa kufurahisha, kwa hivyo niliiangalia, mara mbili tayari, na labda itakuwa tena",pos
Ninaamini mwandishi wa skrini alifanya kazi nzuri ya kumfunga mwisho.,pos
Alama yangu ya ni zaidi kwa njama.,pos
"Sitasema tena - sipendi nyara, kwa hivyo sitaki kuwa mmoja, lakini ninaamini filamu hii inafaa wakati wako",pos
Nilivutiwa sana na tabia aliyocheza.,pos
"Nilipenda sinema hii ilikuwa taswira nzuri ya familia ambayo ilikuwa imepitia dhiki na faraja, lakini mwisho wao walijua kuwa upendo maalum walikuwa nao kwa kila mmoja.",pos
"Nimeona sinema nyingi zikimwigia nyota Jaclyn Smith, lakini mungu wangu hii ilikuwa moja bora kwake, ingawa ilitoka miaka 12 iliyopita",pos
"Sinema hii ilikuwa na wahusika wa nyota zote, na kile nilikipenda zaidi ni kwamba ilifungua macho yangu kuona waigizaji wengine ambao sijawahi kuona hapo awali.",pos
"Sinema hii ilikuwa ya muda mrefu, lakini nilifurahia kila dakika yake.",pos
Kwa jumla nipitisha sinema hii kwa kiwango cha 10 kati ya ,pos
"Sinema hii inaunda ulimwengu wake mwenyewe, na inavutia kwa kila njia.",pos
Lakini sinema hii ilinijia kweli,pos
itizame,pos
Sinema hii ni maoni mazuri na ya kuchekesha juu ya maisha mnamo 2006,pos
"Nilipata sinema hii ikiwa nzuri, ya kufurahisha, na yenye kuinua moyo.",pos
"Hapo awali maeneo ya ndani kwenye filamu, ambayo yalipigwa picha hapa Buffalo, yalinishangaza",pos
Watazamaji wote walishangilia mwisho wa filamu,pos
"Niliacha ukumbi wa michezo na sauti katika hatua yangu, furaha moyoni mwangu na tumaini la wanadamu.",pos
Duris ana muonekano mzuri na anatoa utendaji mzuri,pos
Wahusika wengine wote pia hucheza vizuri.,pos
waigizaji ni wazuri,pos
Sinema ni muhimu kujumuisha maoni mazuri ya Barcelona na minara yake maarufu ya Gaudi.,pos
ongeza betty white na jean smart na una waigizaji wakubwa - kila mtu alicheza sehemu zao vizuri.,pos
STEAMBOAT WILLIE ni filamu ya kushangaza katika historia yetu ya sinema.,pos
Muonekano huu wa pili wa Mickey Mouse (kufuatia kimya cha Plane CRAZY mapema mwaka huo) labda ni filamu yake maarufu - zaidi kwa sababu ilikuwa ya kuvunja sana,pos
"Walakini, baada ya kuona fupi tena baada ya miaka kama 25, nilishangazwa na jinsi filamu hiyo haina wakati",pos
filamu hii bado ni kati ya filamu bora za Mickey hata baada ya miaka 80 ya ajabu,pos
"Inafurahisha kuona Mickey akicheza ""Uturuki katika Straw"" kwa njia ya kufikiria sana (ikiwa mara kwa mara ni kali)",pos
Mwili na Nafsi (1947) ni Kito,pos
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee ... na kutayarishwa na mmoja wa waandishi wa sinema kubwa kuwahi neema kwenye skrini..James Wong Howe",pos
"Sawa, napenda kujiona kuwa mkosoaji mzuri, kwa hivyo nitatoa mkopo kwa sababu ya deni - athari za kiumbe zilikuwa nzuri sana",pos
Nafasi ya pekee ya filamu hiyo ilikuwa ni Yona Hill (ambaye ataonekana kutofahamika kwa mashabiki wa Superbad ya hivi karibuni kutokana na uzito uliopotea mwakani).,pos
"Kwa kuwa mtoto wa 90, nilifurahia onyesho hili na naweza kusema kwa fahari kwamba nilifurahiya wakati mwingi na hata zaidi ya katuni za classical WB",pos
"Lakini ""Tiny Toons"" zilishika vibe ya 90 na kutoa moja ya katuni maarufu zaidi, za kuchekesha, ",pos
Kumbukumbu ni ngumu lakini ninaweza kusema tu kuwa nilifurahia kila sehemu na bidhaa zinazohusiana na onyesho,pos
Kila mhusika alikuwa wa kuchekesha sana na alistahili kuwa mhusika wa kuongoza,pos
Ninaamini kuwa Pitch Black ilifanywa vyema,pos
"Wahusika wanavutia na unataka kujua zaidi juu yao sinema inavyoendelea, na nadhani watu watashangazwa na ni nani anayeweza na asiyeweza",pos
Nenda uiangalie!,pos
Inafurahisha sana,pos
Wahusika wanapendeza na unawajali sana,pos
Usikose,pos
isikupite,pos
"Aina ya papo hapo, yenye sauti nzuri na wimbo wa kuvutia wakati wa sifa za kumaliza",pos
"Hii ni sehemu nzuri ya utengenezaji wa filamu, na mada nyingi zinapanda na mara kwa mara zinawaka katika warti huu na masomo yote juu ya ushairi wa miaka ya ushairi, miaka ya vita ya kujipenyeza ambayo hupiga milipuko ya angani ya London na utulivu wa nje wa makazi ya pwani ya Welsh. - Mida ya mipaka kati ya urafiki, tamaa na upendo, kujitolea kwa sanaa na uzoefu dhidi ya wasiwasi wa vitendo, wivu, mashindano, woga na ubinafsi dhidi ya ushujaa na kujitolea na zaidi.",pos
"Niliona filamu hii wakati wa Krismasi, na ilikuwa filamu nzuri sana!",pos
Nilidhani Errol Flynn alikuwa kipaji kama Custer na tangu amekuwa mwigizaji wangu ninayempenda!,pos
"Siku zote nilikuwa najua kuwa Errol Flynn alikuwa muigizaji mzuri kama yeye alikuwa mwigizaji wa baba yangu anayependa sana, na nilikua nikitazama sinema zake nikiwa mtoto",pos
Kuigiza kwake pamoja na Olivia De Havilland kulikuwa na kipaji na mwisho wake ulikuwa wa kupendeza!,pos
Nitapatia filamu hii 10 kati ya 10,pos
Lakini haikuwa mpaka nilipotazama filamu hii ambayo niligundua jinsi alivyo mkubwa,pos
"Jimmy Stewart ni shujaa mkubwa wa Hitchcock, hadithi inaruka hadi kilele chake kwenye kazi ya ubalozi, lakini inakosa hatari ya kushughulikia nyeusi na nyeupe, ya bajeti ya chini ya Hitchcock.",pos
Bado filamu nyingine nzuri kutoka kwa kampuni kubwa ya bwana.,pos
Lazima niseme kwamba filamu hii ilitengenezwa vizuri na hufunika makadirio kama filamu ya kawaida ya sci fi!,pos
Imetengenezwa vizuri na mmoja wa wazalishaji bora wa Sci-fi Scot Vandiver,pos
"Lakini ni ya kufurahisha, hata hivyo",pos
Ni aina ya kambi ya filamu ambayo ni furaha kutazama,pos
walinifurahisha sana,pos
nilifurahi kumuona inspekta mwala akitubuiza.,pos
waigizaji daima ni wa kufurahisha kama kawaida.,pos
Sinema hii inafanya kazi nzuri ya kufunua ugumu wa kazi hiyo na changamoto kubwa inayowakabili Afrika Kusini.,pos
Ninaamini kila mmoja anapaswa kuona sinema hii kwa sababu nadhani ni watu wachache nje ya Afrika Kusini wanaelewa zamani zake na kile kinachojaribiwa katika mchakato wa Ukweli na Maridhiano,pos
Utendaji bora,pos
"Ni kweli sana kwa Shakespear, na 'ni ya lazima' kwa Mashabiki wote wa Shakespear",pos
"Ikiwa unapenda kifo na kuoza, na nyimbo za Shakespears ... hii ndio hiyo",pos
"Huu ni muundo mzuri na wa kupendeza wa kitabu cha Dk Seuss, kilichochochewa sana na UPA bora na unastahili kabisa tuzo yake ya Chuo.",pos
"Kutajwa maalum inapaswa kufanywa kwa alama nzuri zaidi ya muziki na athari za sauti, ambayo ni nyenzo muhimu katika kusaidia kufanya hii katuni ya kukumbukwa na ya kufurahisha",pos
"Walakini Paul Schrader kwa kweli ametoa filamu ""kuhusu"" Mishima ambayo ni nzuri sana na ngumu",pos
sio mbaya,pos
si mbaya,pos
Hii ni sinema ya kushangaza,pos
Juliusan Fellowes ameshinda tena.,pos
Maonyesho ya angani yalifanywa vizuri,pos
Hii ni moja ya filamu za Peter Watkins zinazopatikana zaidi.,pos
